Date,WG_RETURN,WG_REPL,residual
2024-10-25,0.011433339199927,-0.002310269338911976,0.013743608538838974
2024-11-01,0.0114909934585763,-0.0023872831409010057,0.013878276599477306
2024-11-08,0.0290414659632489,0.012443588004217167,0.016597877959031733
2024-11-15,0.02103946602603,0.012579894770088869,0.008459571255941132
2024-11-22,0.0022012807451608,0.00670546737129052,-0.0045041866261297196
2024-11-29,0.0014400939086446,-0.0001446921989443073,0.0015847861075889073
2024-12-06,-0.0045799220567353,0.003945233604973217,-0.008525155661708517
2024-12-13,-0.0024279653043758,-0.001164152715011097,-0.0012638125893647029
2024-12-20,-0.0006510614735893,0.007454031794495072,-0.008105093268084371
2024-12-27,-0.0038845591816854,-0.006093855861001799,0.002209296679316399
2025-01-03,0.0487707974230142,0.011418167073252434,0.037352630349761766
2025-01-10,0.0164120735978925,0.01416418227518543,0.002247891322707068
2025-01-17,0.0053211924517049,-0.006250558741234777,0.011571751192939676
2025-01-24,-0.0039241408812205,0.008327461877678024,-0.012251602758898524
2025-01-31,0.0150884405939177,-0.004459412165492863,0.019547852759410563
2025-02-07,0.0090708064443341,0.009869818687662391,-0.0007990122433282915
2025-02-14,0.0050927996422182,-0.011547144566241497,0.016639944208459698
2025-02-21,0.0415704901802649,0.017746270451992587,0.023824219728272315
2025-02-28,-0.0227111312845433,-0.0018823705410587399,-0.02082876074348456
2025-03-07,-0.0102015168404257,0.006445413171093891,-0.01664693001151959
2025-03-14,-0.0012807419470589,-0.007105162664938962,0.005824420717880062
2025-03-21,0.0410639368094056,0.002255228550490228,0.03880870825891537
2025-03-28,0.011054358560491,0.007924219091443216,0.003130139469047784
2025-04-04,-0.0321020459605932,-0.0024460155087250085,-0.02965603045186819
2025-04-11,-0.058043198723896,-0.0011764211746882226,-0.056866777549207784
2025-04-18,0.0677368630229302,0.014523494048885859,0.053213368974044335
2025-04-25,0.0125692522643534,0.020635923081135304,-0.008066670816781904
2025-05-02,0.0154712497935566,0.008793089592925551,0.006678160200631049
2025-05-09,0.0111800720854953,-0.0034201653727218327,0.014600237458217133
2025-05-16,0.007881165104961,-0.002366995467532421,0.010248160572493422
2025-05-23,0.0257854285817242,0.011438758515187598,0.014346670066536601
2025-05-30,0.0062278562323727,0.0113492731082891,-0.0051214168759164
2025-06-06,0.0314153620571851,0.008550420503035772,0.022864941554149327
2025-06-13,-0.0102366469057957,0.005014686915436514,-0.015251333821232213
2025-06-20,-0.0270165959089156,0.0061862346820220765,-0.033202830590937676
2025-06-30,0.0168960478813411,0.004715923764221201,0.012180124117119901
2025-07-04,0.0172473385870317,0.010419741083168635,0.006827597503863064
2025-07-11,0.0264735434454436,0.012022188006322283,0.014451355439121318
2025-07-18,0.0219935594005794,0.004411386667551427,0.01758217273302797
2025-07-25,0.0041226714540862,0.007041655070749031,-0.002918983616662831
2025-08-01,0.0145244754922515,0.0037202655272761285,0.010804209964975373
2025-08-08,0.00871164808212,0.001896650597537056,0.006814997484582945
2025-08-15,0.0030934380389313,0.003760842276533039,-0.000667404237601739
2025-08-22,0.0019077972797054,0.003329297490372035,-0.0014215002106666348
2025-08-29,0.0076928246600507,0.005620368061332743,0.0020724565987179566
2025-09-08,-0.0001244931350928,0.006381552218222431,-0.006506045353315231
2025-09-12,-0.0015608046815247,0.008564893928217104,-0.010125698609741805
2025-09-19,0.0019729839266389,0.010096766641260434,-0.008123782714621533
2025-09-26,-0.024242585875827,0.002394828535853987,-0.02663741441168099
2025-10-03,-0.0169777972139467,-0.0017778927883234097,-0.01519990442562329
2025-10-10,-0.0113719038902663,0.00757989080560003,-0.01895179469586633
2025-10-17,-0.0131432776634588,0.004828260464185952,-0.01797153812764475
2025-10-24,0.0505374352251623,0.0062949657854650875,0.04424246943969721
2025-10-31,0.0133829466897552,0.005837567391624463,0.007545379298130738
2025-11-07,-0.0191534641759279,0.005716188590447764,-0.024869652766375663
2025-11-14,-0.018881570568221,0.0062791051022591665,-0.025160675670480165
2025-11-21,-0.0213173352867269,0.005741385852762776,-0.027058721139489674
2025-11-28,0.0209621260569886,0.012189591490270454,0.008772534566718145
